Time,GateAngle,GateAngle,GateAngle,GateAngle,GateAngle,GateAngle,GateAngle,GateAngle,GateForceX,GateForceX,GateForceX,GateForceX,GateForceX,GateForceX,GateForceX,GateForceX,GateAngleVel,GateAngleVel,GateAngleVel,GateAngleVel,GateAngleVel,GateAngleVel,GateAngleVel,GateAngleVel,Speed,Distance,Accel,Roll Angle,Pitch Angle,Yaw Angle,Normalized Time
,1,2,3,4,5,6,7,8,1,2,3,4,5,6,7,8,1,2,3,4,5,6,7,8,Boat,Boat,Boat,Boat,Boat,Boat,Boat
2941120,-38.75,-36.1875,-39,-41.1875,-39.375,-35.3125,-31.5625,-39.25,-0.5625,0.375,11.75,2.5,-0.8125,0.875,2.25,0.375,2.604165,-1.874999,8.333326,0,2.083332,2.499998,13.854156,2.343748,0.023438,2635.320313,-0.164063,3.953125,0.171875,-0.03125,-11.290321
2941140,-38.75,-35.9375,-38.75,-41.1875,-39.375,-35.3125,-31.375,-39.5625,-0.1875,0.5625,13.3125,2.6875,-0.875,1.0625,2.6875,0.5625,2.343747,-1.874997,9.947903,0,5.416659,5.572909,18.541641,2.343747,0.015625,2635.320313,-0.382813,3.96875,0.171875,-0.03125,-10.967743
2941160,-38.75,-36.1875,-38.75,-41.1875,-39.375,-35.3125,-30.9375,-39.25,0.375,0.8125,17.3125,2.9375,-0.4375,1.3125,3.9375,0.8125,1.822913,-2.499995,12.760391,2.291662,10.364562,9.583314,23.22912,1.041665,0.003906,2635.320313,-0.660156,3.96875,0.1875,-0.015625,-10.645164
2941180,-38.75,-36.1875,-38.5,-41.1875,-39.375,-35.0625,-29.75,-39.25,0.8125,1.1875,24.1875,3.375,0.875,1.9375,6.875,1.4375,1.041665,-2.708328,15.520802,6.302071,15.416636,12.187475,28.124943,-1.093748,-0.015625,2635.320313,-1.121094,4.015625,0.203125,-0.015625,-10.322578
2941200,-38.75,-36.1875,-37.9375,-41.1875,-39.375,-34.75,-29.5625,-39.25,1.875,2.25,33.6875,4.1875,3.0625,2.8125,13.6875,2.25,5.416656,-2.499995,18.020798,9.166648,20.729124,14.218721,31.822853,-1.145831,-0.046875,2635.320313,-1.703125,4.046875,0.234375,-0.015625,-10
2941220,-38.75,-36.1875,-37.6875,-41.1875,-38.3125,-34.1875,-28.8125,-39.25,3.0625,2.625,43.8125,4.875,14,4.375,24.9375,3.0625,11.354144,-2.916661,19.791626,12.343725,26.093697,15.677052,32.916599,1.718747,-0.097656,2635.320313,-2.566406,4.078125,0.296875,-0.015625,-9.677422
2941240,-38.75,-36.4375,-37.1875,-40.5,-37.5,-33.625,-28.0625,-39.5625,3.9375,3.0625,54.8125,7.9375,25,5.6875,38.125,4.1875,16.30204,-0.416666,21.874943,16.510372,29.99992,16.093708,32.656162,5.520819,-0.15625,2635.320313,-3.039063,4.109375,0.34375,-0.015625,-9.354836
2941260,-38.75,-36.4375,-36.6875,-39.8125,-36.9375,-33.625,-27.375,-39.8125,3.25,5.5,63.875,14.8125,38,8.125,52.4375,6.4375,20.260363,2.708326,21.093695,19.999947,31.197834,16.30204,30.208254,12.135385,-0.195313,2635.320313,-2.164063,4.1875,0.390625,-0.015625,-9.032257
2941280,-37.125,-36.4375,-36.125,-39.8125,-36.1875,-33.375,-26.6875,-39.25,5.25,12,72.0625,22.75,50.4375,12.5,65.9375,16,22.552023,6.874982,19.322866,22.656191,30.31242,16.874956,29.479088,19.999947,-0.175781,2635.320313,0.75,4.234375,0.40625,-0.015625,-8.709679
2941300,-36.5625,-36.4375,-35.875,-39.375,-35.625,-33.0625,-26.25,-38.6875,9.5,20.875,77.6875,31.8125,66.3125,18.6875,75.75,31.6875,23.229105,12.916633,17.864536,24.062437,26.093681,18.020786,27.760344,27.083261,-0.144531,2635.320313,1.148438,4.265625,0.40625,-0.015625,-8.3871
2941320,-36.3125,-35.9375,-35.3125,-38.625,-35.125,-32.8125,-25.5625,-37.875,12.1875,32.625,81.1875,42.0625,73.0625,27.0625,81.9375,47.1875,22.083275,19.06245,16.510372,22.760357,23.593687,20.312447,26.354097,33.124912,-0.121094,2635.320313,1.03125,4.21875,0.375,-0.015625,-8.064514
2941340,-36,-35.4375,-35.3125,-38.1875,-34.875,-32.25,-25.3125,-37,15.625,44.9375,82.75,51.375,77.25,36.375,84.3125,62.3125,19.739519,23.802006,16.302031,22.499926,22.239511,23.749922,25.468666,36.301964,-0.085938,2635.320313,1.640625,4.140625,0.359375,-0.015625,-7.741936
2941360,-35.8125,-34.9375,-35.0625,-37.6875,-34.375,-31.6875,-24.875,-36.0625,17.6875,53.4375,82.6875,58.3125,81.9375,45.8125,85.4375,73.25,15.781189,27.499893,17.812431,23.437408,22.083248,25.156153,25.885317,35.885277,-0.054688,2635.320313,1.382813,4,0.328125,-0.015625,-7.419357
2941380,-35.5625,-34.0625,-34.8125,-37.1875,-34.125,-31.0625,-24.1875,-35.5,20.625,60.5,81.875,63.4375,85.0625,54.75,85.75,81.625,15.729115,29.687403,21.093681,22.864508,23.749922,26.979078,26.718662,34.791553,-0.019531,2635.320313,1.769531,3.890625,0.296875,-0.015625,-7.096771
2941400,-35.3125,-33.5,-34.3125,-37,-33.625,-30.5,-23.6875,-34.875,26.5625,65.75,82,65.8125,87.9375,62,85.1875,87.1875,16.927029,29.895735,24.68742,22.187428,26.249914,27.135328,27.916574,32.968643,0.011719,2635.320313,1.726563,3.859375,0.265625,-0.015625,-6.774193
2941420,-34.8125,-32.9375,-33.75,-36.5,-33.125,-29.9375,-23.1875,-34.25,32.5625,69.25,82.6875,67.6875,91,67.5625,85.1875,88.4375,18.385357,29.739487,29.479071,23.489506,29.218655,26.458246,29.426987,31.614479,0.050781,2635.320313,1.882813,3.875,0.203125,0,-6.451614
2941440,-34.3125,-32.375,-33,-36,-32.375,-29.625,-22.4375,-33.6875,37.125,73.375,83.9375,69.375,93.5625,71.375,84.9375,88.5,20.156183,29.166571,32.760311,24.843668,31.458231,24.947836,30.416567,30.885315,0.085938,2635.320313,1.722656,3.90625,0.1875,0,-6.129036
2941460,-34.0625,-31.8125,-32.25,-35.5,-31.625,-28.8125,-21.9375,-33.0625,42.6875,77.375,85.375,71,96,74.0625,84.625,88.4375,22.187414,28.124891,35.208195,27.239477,33.645702,23.697824,30.416548,31.041546,0.109375,2635.320313,1.363281,3.953125,0.140625,0,-5.80645
2941480,-33.625,-31.25,-31.5,-35,-30.9375,-28.5625,-21.1875,-32.4375,47.5,80.3125,86.6875,73.3125,98.3125,76.25,84.125,88.6875,22.864494,28.124891,36.197777,29.374886,34.583199,24.062407,31.458212,31.666544,0.140625,2635.320313,1.6875,4.015625,0.125,0,-5.483871
2941500,-33.125,-30.6875,-30.75,-34.25,-30.25,-28,-20.6875,-31.75,50.9375,83.25,87.875,76.5625,100.0625,79,83.125,89.5,23.43738,27.083195,37.239391,31.197756,35.572735,25.416536,31.822754,31.979002,0.175781,2635.320313,1.820313,4.0625,0.078125,0,-5.161293
2941520,-32.625,-30.125,-30.0625,-33.6875,-29.5625,-27.75,-19.9375,-31.125,54.4375,86.25,88.75,79.625,100.3125,81.9375,81.8125,90.125,25.468618,26.301949,37.395641,32.395668,36.510231,27.812357,32.083168,32.031086,0.210938,2635.320313,1.945313,4.0625,0.03125,0.015625,-4.838707
2941540,-31.9375,-29.5625,-29.3125,-32.875,-28.875,-27.25,-19.4375,-30.5625,57.375,88.4375,89.5625,83,99.9375,83.875,80.625,90.625,28.229021,25.781118,39.218548,33.95816,38.07272,30.624844,33.072746,32.656082,0.246094,2635.320313,2.019531,4.0625,-0.015625,0.015625,-4.516129
2941560,-31.6875,-29,-28.625,-32.375,-28.1875,-26.4375,-18.625,-29.75,60.25,90.1875,90.625,86.1875,99.5,84.75,79.5,90.3125,30.051949,26.354048,41.249813,34.531094,40.103985,34.322762,33.958179,33.854015,0.273438,2635.320313,1.765625,4.015625,-0.0625,0.03125,-4.19355
2941580,-31.0625,-28.75,-27.6875,-31.5,-27.3125,-25.6875,-18.0625,-29.1875,63.0625,91.8125,91.6875,88.875,99.3125,85.875,78.5,89.75,32.44775,28.645687,43.333111,35.103985,42.395615,37.499809,35.312321,34.999821,0.296875,2635.320313,1.386719,3.953125,-0.09375,0.03125,-3.870964
2941600,-30.1875,-28.1875,-27,-30.9375,-26.375,-24.875,-17.3125,-28.625,65.875,92.9375,93.6875,90.5,99.8125,86.375,77.6875,89.4375,35.051926,32.031105,45.52063,36.197754,45.52063,40.676899,36.093586,37.2915,0.3125,2635.320313,1.265625,3.90625,-0.125,0.03125,-3.548386
2941620,-29.4375,-27.625,-25.75,-30.0625,-25.4375,-23.875,-16.5625,-27.75,68.625,94.0625,95.875,92.25,100.875,87.5,77.25,88.5625,37.760269,35.312363,47.551899,37.187355,48.176895,42.291504,37.343605,38.906097,0.335938,2635.320313,1.625,3.890625,-0.15625,0.046875,-3.225807
2941640,-28.8125,-26.8125,-24.8125,-29.5,-24.5,-23.1875,-15.75,-26.875,70.6875,95.25,98.4375,93.625,101.9375,89.6875,76.9375,88.0625,40.364403,39.791489,49.166447,38.853992,50.312275,43.072723,38.593575,40.364403,0.371094,2635.320313,2.046875,3.890625,-0.21875,0.046875,-2.903229
2941660,-27.875,-25.75,-23.875,-28.625,-23.5,-22.25,-15,-26.125,72.5,96.3125,100.25,94.9375,102.75,91.4375,76.6875,87.625,41.614449,44.947769,50.104004,39.426956,52.656078,44.791519,39.68737,43.020691,0.402344,2635.320313,2.050781,3.890625,-0.25,0.078125,-2.580643
2941680,-27,-24.75,-22.875,-27.8125,-22.25,-21.375,-14.25,-25.0625,73.6875,97.8125,101.75,96.375,103.5625,93.4375,76.0625,87.625,42.708195,48.74984,50.468586,41.301949,53.541492,47.083179,40.520702,45.781101,0.4375,2635.320313,2.210938,3.875,-0.3125,0.09375,-2.258064
2941700,-26.0625,-24,-21.8125,-26.9375,-21.25,-20.5,-13.4375,-24.375,74.625,98.875,102.125,97.4375,103.9375,96.8125,75.0625,87.875,44.374882,51.145699,50.104034,42.187389,55.156105,48.958202,41.354057,47.708206,0.472656,2635.320313,2.3125,3.859375,-0.375,0.109375,-1.935486
2941720,-25.3125,-22.8125,-20.8125,-26.0625,-20.1875,-19.5625,-12.4375,-23.4375,75.625,99.5,102,98.5625,104.625,98.875,74.375,89.125,46.197796,52.656109,51.197781,44.0103,57.343597,51.874863,42.916553,50.104034,0.503906,2635.320313,2.285156,3.859375,-0.4375,0.125,-1.6129
2941740,-24.375,-21.625,-19.75,-25.3125,-18.8125,-18.375,-11.75,-22.3125,76.5625,99.625,101.3125,99.5,105.5,100.0625,73.1875,90.4375,47.395706,53.801941,52.291527,45.104046,58.645679,53.489441,44.3228,52.291527,0.542969,2635.320313,2.449219,3.84375,-0.484375,0.140625,-1.290321
2941760,-23.375,-20.5,-18.875,-24.25,-18,-17.125,-10.8125,-21.125,77.625,100,100.9375,100,106.4375,99.9375,72.0625,92.0625,48.90609,55.103985,53.228992,47.239429,59.166473,54.583157,45.676933,53.801907,0.570313,2635.320313,2.171875,3.84375,-0.546875,0.140625,-0.967743
2941780,-22.375,-19.5625,-17.75,-23.4375,-16.625,-16.125,-9.9375,-20.0625,78.8125,100.9375,100.8125,100.25,107.8125,99.9375,71.625,93.5625,50.57275,56.666481,54.322739,49.426922,61.301884,55.051903,46.979012,55.208153,0.597656,2635.320313,2.050781,3.84375,-0.5625,0.15625,-0.645164
2941800,-21.3125,-18.375,-16.5625,-22.375,-15.1875,-14.875,-8.8125,-18.875,79.9375,101.75,100.6875,100.75,108.875,99.375,71,95.1875,52.239414,57.239395,55.468567,51.874832,62.916462,54.739403,48.229008,55.833149,0.625,2635.320313,2.101563,3.84375,-0.609375,0.15625,-0.322578
2941820,-20.25,-17.1875,-15.4375,-21.375,-14.0625,-13.875,-7.9375,-17.8125,80.5625,102.75,100.8125,101.9375,109.75,98.5625,70,96.375,53.854023,57.604015,57.187347,53.906109,64.218582,53.749859,49.999866,55.833187,0.664063,2635.320313,2.597656,3.8125,-0.6875,0.171875,0
2941840,-19.1875,-16.0625,-14.3125,-20.125,-12.9375,-12.875,-6.9375,-16.6875,80.875,103.6875,100.4375,103.125,110.4375,97.75,69.75,97.25,54.895653,58.489391,58.385227,55.260235,65.624786,53.228992,51.145668,56.249817,0.691406,2635.320313,2.25,3.796875,-0.75,0.1875,1.388889
2941860,-18.0625,-14.8125,-13.125,-19,-11.375,-11.8125,-5.875,-15.6875,81,104.75,100,104.625,110.6875,97.5625,69.375,97.75,56.562279,59.166435,58.906021,57.499775,65.572662,53.697708,53.385208,57.239361,0.71875,2635.320313,2.203125,3.78125,-0.796875,0.1875,2.777778
2941880,-17,-13.5625,-12,-17.8125,-10.0625,-10.75,-4.8125,-14.4375,81.0625,105.8125,99.5625,105.75,111.1875,97.8125,68.125,97.9375,58.124737,59.478897,59.270565,58.697651,65.937202,54.374756,55.208084,59.062233,0.75,2635.320313,2.535156,3.765625,-0.859375,0.203125,4.166667
2941900,-15.6875,-12.5,-10.625,-16.75,-8.6875,-9.6875,-3.75,-13.3125,81.125,107.0625,98.75,106.375,111.9375,98.5625,67.125,97.8125,60.051811,60.572643,59.687229,59.583065,67.812195,56.30183,57.395573,61.041389,0.78125,2635.320313,2.523438,3.75,-0.921875,0.21875,5.555555
2941920,-14.625,-11.25,-9.5625,-15.5625,-7.5,-8.5625,-2.625,-12.0625,81.25,107.6875,97.5625,106.625,112.3125,98.875,66.4375,97.375,61.87476,61.197678,60.728931,60.624763,69.114311,58.801853,59.270603,64.062248,0.8125,2635.320313,2.59375,3.75,-0.984375,0.21875,6.944445
2941940,-13.25,-10.125,-8.3125,-14.1875,-6.125,-7.375,-1.1875,-10.8125,81.5,108.125,96.1875,106.0625,111.3125,99.3125,65.875,96.9375,63.38517,61.978924,61.093513,61.87476,69.583061,60.676846,60.781013,66.822655,0.839844,2635.320313,2.363281,3.734375,-1.046875,0.234375,8.333333
2941960,-12,-8.8125,-7.125,-13,-4.75,-6.125,0,-9.3125,81.625,107.4375,94.3125,105.0625,110.5625,99.75,65.4375,96.75,65.676826,63.645584,62.083092,63.437252,70.989304,63.489338,61.353928,68.593483,0.875,2635.320313,2.804688,3.703125,-1.109375,0.25,9.722222
2941980,-10.625,-7.375,-5.9375,-11.8125,-3.125,-4.8125,1.1875,-8.0625,81.875,105.9375,92.1875,104.125,109,99.875,64.8125,96.6875,66.822739,65.156075,62.395668,65.52066,72.551888,65.52066,62.031086,70.520645,0.910156,2635.320313,2.910156,3.703125,-1.15625,0.25,11.111111
2942000,-9.3125,-6.25,-4.5,-10.375,-1.6875,-3.375,2.5,-6.375,82.4375,103.875,90.1875,103,106.875,99.25,64.6875,96.75,68.749733,66.353912,64.062248,67.343491,73.489296,67.239319,62.343506,71.874718,0.941406,2635.320313,2.734375,3.734375,-1.21875,0.265625,12.5
2942020,-8,-4.875,-3.375,-9.125,-0.25,-2.1875,3.75,-5,82.75,101,87.9375,101.625,104.625,97.75,64.375,96.75,70.416389,67.708069,65.885162,68.437233,73.489296,69.010147,61.510178,72.864304,0.980469,2635.320313,3.230469,3.75,-1.28125,0.28125,13.888889
2942040,-6.375,-3.375,-1.9375,-7.6875,1.25,-0.5625,4.8125,-3.625,82.75,98.0625,85.5625,100.1875,101.4375,95.625,63.8125,96.25,72.030968,68.749733,67.603905,69.895561,73.74971,70.312225,61.926842,72.655968,1.019531,2635.320313,3.183594,3.765625,-1.34375,0.28125,15.277778
2942060,-5.125,-2.125,-0.75,-6.1875,2.8125,0.6875,6.1875,-2.125,82.5,94.3125,83.6875,98.4375,97.75,93,62.9375,94.875,73.020592,69.739357,69.062271,71.718513,73.020592,71.614349,62.812294,72.239349,1.054688,2635.320313,2.972656,3.796875,-1.40625,0.296875,16.666666
2942080,-3.5625,-0.6875,0.75,-4.6875,4.125,2.125,7.5,-0.625,81.6875,90.375,82.3125,96.625,93.8125,90.125,62,93.0625,73.958092,70.885185,69.843521,72.864342,72.603928,72.708099,63.124794,71.145599,1.085938,2635.320313,2.917969,3.828125,-1.453125,0.296875,18.055555
2942100,-1.9375,0.75,2.3125,-3.375,5.5625,3.6875,8.5625,0.875,80.6875,86.9375,81.125,94.6875,89.625,87.4375,60.9375,90.5,74.687256,70.103935,71.666435,73.697678,71.718513,73.541428,64.010208,70.624771,1.113281,2635.320313,2.714844,3.875,-1.515625,0.296875,19.444445
2942120,-0.5,2.25,3.6875,-1.9375,7.1875,5.125,9.9375,2.1875,79.875,83.0625,79.5,92.8125,85.0625,85.1875,60.1875,87.375,74.79142,69.478943,72.031013,73.697678,70.260185,73.333092,65.156036,70.520599,1.136719,2635.320313,2.765625,3.921875,-1.5625,0.296875,20.833334
2942140,0.9375,3.6875,5.125,-0.25,8.5,6.6875,11.375,3.5,78.875,79,77.6875,90.4375,80.4375,82.4375,59.1875,83.375,75.624702,68.853897,72.916382,73.697632,69.270561,73.90596,65.468498,70.468475,1.167969,2635.320313,2.902344,4,-1.625,0.296875,22.222221
2942160,2.4375,5.0625,6.5,1.25,9.875,8.1875,12.5625,4.9375,77.5625,74.6875,75.625,87.5625,75.3125,79.4375,58.125,78.6875,75.051743,67.812195,72.343422,73.280922,68.228859,73.593414,66.249702,70.885094,1.1875,2635.320313,2.53125,4.0625,-1.671875,0.296875,23.611111
2942180,4,6.1875,8.125,2.625,11.1875,9.5625,13.9375,6.25,75.875,70.5625,72.8125,84.25,70.0625,76.1875,56.6875,73.25,74.478874,67.030991,71.926804,73.437218,67.030991,73.228882,66.614326,71.562225,1.210938,2635.320313,2.773438,4.15625,-1.734375,0.296875,25
2942200,5.5,7.625,9.4375,4.0625,12.4375,11,15.3125,7.8125,73.75,66.3125,70.1875,80.6875,63.875,72.75,54.75,68.375,74.06221,66.770576,71.770554,72.916382,65.312248,72.864304,66.249741,72.551804,1.234375,2635.320313,2.597656,4.21875,-1.78125,0.296875,26.388889
2942220,7.0625,8.875,11,5.5625,13.875,12.5,16.625,9.3125,71,62.125,67.125,76.5625,57.4375,69,52.375,63.75,73.228882,67.083069,71.041389,72.343468,64.114334,73.176796,65.572662,74.37471,1.25,2635.320313,2.496094,4.28125,-1.84375,0.296875,27.777779
2942240,8.4375,10.25,12.3125,6.875,15.0625,13.9375,18,10.8125,68,57.6875,63,72.3125,51.25,65,49.3125,58.875,71.822594,68.020523,70.051765,72.291344,62.968468,73.6455,64.99971,77.030899,1.269531,2635.320313,2.5,4.375,-1.890625,0.296875,29.166666
2942260,9.875,11.625,13.75,8.4375,16.4375,15.4375,19.1875,12.25,64.1875,52.5625,58.1875,68.1875,45.625,60.6875,45.625,54.625,70.416389,69.114311,68.645569,73.072632,62.812256,74.114296,64.114334,79.062195,1.285156,2635.320313,2.503906,4.46875,-1.9375,0.296875,30.555555
2942280,11.25,13.0625,15.125,9.875,17.5625,16.8125,20.5625,13.6875,59.8125,47.6875,53.375,63.5625,39.5625,56.4375,41.3125,50.9375,69.374733,68.489319,68.124733,73.853882,61.87476,74.739296,62.968506,80.520523,1.296875,2635.320313,2.082031,4.578125,-1.984375,0.296875,31.944445
2942300,12.625,14.4375,16.4375,11.375,18.6875,18.5,21.75,15.5,55.125,42.875,48.5,58.875,33.25,52.4375,35.875,48.75,67.968483,69.114311,67.395569,74.114296,60.989346,74.947624,61.353928,82.96843,1.292969,2635.320313,1.492188,4.703125,-2.015625,0.296875,33.333332
2942320,13.9375,15.875,17.75,12.75,19.9375,19.9375,22.9375,17.4375,50.3125,37.625,43.6875,54.75,26.75,48.25,29.3125,46.6875,66.718491,69.010147,66.614326,74.37471,61.145596,76.458038,59.531017,85.416336,1.285156,2635.320313,1.390625,4.828125,-2.03125,0.296875,34.722221
2942340,15.3125,17.25,19.0625,14.375,21.375,21.375,24.25,18.9375,44.5625,32.5625,38.6875,50.375,20.5625,43.3125,22.8125,44.6875,64.947708,68.228943,65.103951,74.114342,60.57272,76.822662,57.968559,86.562218,1.277344,2635.320313,1.359375,4.953125,-2.0625,0.28125,36.111111
2942360,16.6875,18.375,20.4375,15.9375,22.375,23,25.375,20.625,38.0625,27.6875,33.1875,45.8125,14.75,37.375,16.75,42.625,63.749752,67.135155,62.916424,75.051788,62.03101,77.239281,56.353947,87.395493,1.273438,2635.320313,1.402344,5.078125,-2.078125,0.28125,37.5
2942380,17.875,20,21.8125,17.3125,23.625,24.4375,26.375,22.5625,31.5,22.4375,27.5625,40.125,10.0625,31.375,11.0625,39.5,63.1768,66.718452,60.624725,75.676743,61.353889,76.093407,54.47892,87.760017,1.265625,2635.320313,1.203125,5.1875,-2.109375,0.28125,38.888889
2942400,19.0625,21.3125,22.9375,18.75,24.9375,26.3125,27.4375,24.375,24.75,17.625,21.5,34.125,6,25.3125,6.3125,35.75,62.18726,64.843498,55.728951,77.239281,60.937263,72.291382,50.989384,87.968407,1.253906,2635.320313,1.066406,5.28125,-2.125,0.265625,40.277779
2942420,20.1875,22.5,24.0625,20.25,26,27.625,28.5,25.875,18.75,13.125,15.125,28.0625,2.125,18.6875,3.5625,31.75,60.989346,60.728931,55.312286,78.958023,54.843536,65.780991,44.791492,88.228821,1.234375,2635.320313,0.609375,5.390625,-2.140625,0.265625,41.666668
2942440,21.5,23.75,25,22,27.625,29.1875,29.625,27.75,13.1875,9.0625,9.75,22.0625,0.625,11.875,2.5,27.25,57.291481,55.156071,57.395645,76.926834,45.104019,55.676903,39.270706,87.239296,1.214844,2635.320313,0.703125,5.53125,-2.140625,0.265625,43.055557
2942460,22.875,25.1875,26.0625,23.5,28.375,30.4375,30.4375,29.6875,8.375,5.875,4.4375,16.125,-2.5625,5.5,2.4375,22.5625,51.770664,53.228992,55.781067,72.083099,30.729067,43.958191,33.229057,87.551796,1.199219,2635.320313,0.832031,5.671875,-2.15625,0.265625,44.444443
2942480,23.9375,26.0625,26.375,25.3125,29.75,30.9375,30.9375,31.375,4.9375,2.625,0.6875,10.25,-4.3125,1.625,0.6875,17.875,43.749886,54.114441,49.114452,69.114403,9.687474,22.239525,23.333271,86.041435,1.183594,2635.320313,0.804688,5.796875,-2.171875,0.265625,45.833332
2942500,25.0625,26.5,28.5625,27.125,29.25,31.4375,30.9375,32.9375,2.75,-0.1875,-8.25,5.0625,-10.6875,-9,-0.375,13.625,34.218616,52.447712,35.208195,62.447674,-16.145771,3.906235,4.062484,73.958046,1.160156,2635.320313,0.367188,5.90625,-2.171875,0.25,47.222221
2942520,25.375,27,30.375,27.5625,28.6875,31.4375,31.5,34.5625,1.9375,-0.625,-6.6875,1.5,-9.25,-16.0625,-9.375,9.125,31.406128,46.926899,9.47913,52.499794,-47.499817,-14.531194,-12.031203,62.03101,1.140625,2635.320313,0.476563,5.984375,-2.171875,0.234375,48.611111
2942540,25.625,29.125,30.375,28.0625,27.875,31.4375,31.75,36.75,-0.1875,-9.25,-14.5625,-7.0625,-11,-11.625,-12.3125,3.3125,26.822828,37.343628,-24.010338,30.729067,-70.156021,-36.04155,-30.468651,43.801941,1.117188,2635.320313,0.195313,6.015625,-2.1875,0.234375,-50
2942560,25.625,30.625,29.625,29.9375,25.6875,28.75,30.9375,37.8125,0.1875,-13.75,-17.8125,-13.8125,-9.5,-26.1875,-6.625,-4.75,23.69784,22.812426,-51.718582,5.677065,-83.697639,-57.135231,-47.604012,24.947836,1.066406,2635.320313,-1,6,-2.171875,0.234375,-48.611111
2942580,25.625,30.875,28,30.1875,23.125,28.5,27.9375,36.1875,-4.4375,-12.5625,-8.625,-19.5,-7.125,-27.6875,-14.375,-16,19.999947,4.062489,-79.322708,-17.916618,-85.364357,-79.999786,-63.489414,0.260416,0.996094,2635.320313,-1.960938,5.953125,-2.15625,0.25,-47.222221
2942600,27.875,30.625,24.3125,30.1875,19.6875,27.375,27.6875,37.3125,-6.75,-13.3125,-11.8125,-20.5,-11.5,-21.125,-19.5625,-24,17.91663,-17.604132,-98.489388,-48.437401,-84.999825,-103.541458,-80.260254,-28.385359,1.019531,2635.320313,2.347656,6.015625,-2.203125,0.265625,-45.833332
2942620,27.625,29.875,20.875,26.9375,18.6875,24.4375,25.375,35.9375,-16.875,-14,-18.5625,-17.0625,-17.125,-11,-22.9375,-20.875,13.124973,-42.551998,-110.468529,-72.239433,-81.145668,-120.937256,-94.062309,-58.3853,1.039063,2635.320313,2.300781,6.171875,-2.234375,0.265625,-44.444443
2942640,27.875,28.125,20.25,25.3125,18.25,21.8125,23.6875,35.375,-18.125,-22.5,-14.625,-22.75,-17,-5.6875,-17.875,-10.5,5.260406,-64.479034,-118.228928,-97.656052,-77.49984,-132.916397,-104.062286,-82.812332,0.992188,2635.320313,-0.992188,6.125,-2.21875,0.265625,-43.055557
2942660,27.625,26.5,18.4375,23.9375,17.5625,18.5,21.75,32.9375,-21.1875,-18.3125,-10.9375,-19.3125,-11.8125,-6.375,-12.0625,-20.5625,-9.166648,-83.020668,-122.76017,-113.697685,-78.020676,-147.812195,-113.489357,-106.249786,0.957031,2635.320313,-0.472656,6.03125,-2.234375,0.265625,-41.666668
2942680,27.625,25.1875,16.25,19.25,15.75,14.5625,19.1875,30.1875,-20.0625,-12.4375,-12.1875,-12.875,-7.9375,-10.5625,-9.75,-20.375,-27.812443,-99.010216,-125.468498,-127.916405,-81.614418,-154.270523,-127.655991,-133.645569,0.960938,2635.320313,1.53125,5.96875,-2.265625,0.265625,-40.277779
2942700,27.0625,23.25,13.0625,18.75,14.125,12.1875,16.4375,27.0625,-18.5,-10.625,-12.375,-9.25,-7.5625,-8.875,-9.125,-15.1875,-41.041584,-113.020607,-134.739304,-134.010147,-95.989388,-156.041351,-137.291382,-153.333023,0.996094,2635.320313,3.050781,5.96875,-2.3125,0.265625,-38.888889
2942720,26.25,20.5625,10,15.4375,11.4375,9,13.5,24.125,-17.0625,-11.375,-7.8125,-12.625,-11.5625,-5.25,-9.75,-10.4375,-56.874886,-125.155998,-148.697617,-148.280945,-109.270615,-160.31218,-148.280945,-172.655899,0.996094,2635.320313,1.265625,5.796875,-2.375,0.28125,-37.5
2942740,24.4375,17.5625,6.8125,12.75,8.8125,5.875,10.125,19.9375,-17.1875,-13.75,-5.3125,-11.5625,-11.75,-2.8125,-9.375,-11.875,-72.864433,-137.708054,-155.676773,-159.99968,-120.051842,-165.468414,-156.40593,-185.88504,1.015625,2635.320313,2.3125,5.6875,-2.40625,0.28125,-36.111111
2942760,22.875,14.75,3.6875,8.6875,6.875,3,7.25,16.3125,-16.3125,-13.6875,-5.75,-7.8125,-9.125,-2.8125,-7.5,-14,-90.208153,-149.270538,-157.96843,-165.416336,-127.239326,-165.103836,-160.520508,-197.13501,1.058594,2635.320313,3.410156,5.546875,-2.46875,0.296875,-34.722221
2942780,21,11.625,0.25,5.75,3.875,-0.5625,3.75,12.25,-14.875,-10,-5.75,-7.125,-8.5625,-2.625,-6.4375,-12.125,-103.072708,-156.40593,-156.458023,-175.260056,-133.593475,-163.020508,-163.958008,-206.093338,1.097656,2635.320313,3.347656,5.375,-2.53125,0.28125,-33.333336
2942800,18.8125,8.375,-2.875,1.25,1.5,-4.625,0.25,7.8125,-13.3125,-6.75,-4.9375,-6.9375,-8.375,-0.1875,-5,-8.4375,-116.093513,-160.103836,-158.228851,-174.010071,-137.551804,-154.84343,-166.457993,-212.968323,1.128906,2635.320313,3.085938,5.296875,-2.578125,0.28125,-31.944443
2942820,16.25,5.0625,-5.9375,-2.375,-1.5,-8.875,-3.0625,3.3125,-12.875,-6.3125,-3.5,-6.375,-7.6875,-2.0625,-4.125,-6.125,-127.031075,-162.812271,-157.291443,-171.510178,-142.760223,-147.603958,-168.593506,-217.603867,1.144531,2635.320313,2.328125,5.234375,-2.609375,0.28125,-30.555557
