Time,SwivelPower,SwivelPower,SwivelPower,SwivelPower,SwivelPower,SwivelPower,SwivelPower,SwivelPower,MinAngle,MinAngle,MinAngle,MinAngle,MinAngle,MinAngle,MinAngle,MinAngle,CatchSlip,CatchSlip,CatchSlip,CatchSlip,CatchSlip,CatchSlip,CatchSlip,CatchSlip,MaxAngle,MaxAngle,MaxAngle,MaxAngle,MaxAngle,MaxAngle,MaxAngle,MaxAngle,FinishSlip,FinishSlip,FinishSlip,FinishSlip,FinishSlip,FinishSlip,FinishSlip,FinishSlip,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Drive Time,Drive Time,Drive Time,Drive Time,Drive Time,Drive Time,Drive Time,Drive Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Rating,AvgBoatSpeed,StrokeNumber,Dist/Stroke,Average Power
3022500,163,236,269,231,274,257,206,266,-44,-49.6875,-48.625,-48.1875,-50.9375,-48.75,-49.875,-49.0625,18.75,11.375,2.75,11.5,7.25,9.6875,9.1875,12,30.5625,31.125,30.875,31.3125,30.8125,30.9375,33,39.5625,15.375,16.1875,10.1875,15.6875,12.9375,10.75,14.25,10.25,39,44,49,43,47,47,47,46,163,236,269,231,274,257,206,266,0.820313,0.900146,0.880127,0.890137,0.820068,0.830322,0.790039,0.900146,0.739746,0.679932,0.639893,0.639893,0.699951,0.649658,0.73999,0.669922,-9.75,-16.25,-35.625,-14.625,-11.375,-13.375,-30.1875,-25.625,-22.355434,-31.218838,-41.421791,-28.148914,-25.972425,-35.913383,-37.991226,-31.967726,19.3367,16.897526,27.087381,14.9671,16.566057,19.901237,26.474106,21.044905,41.169193,46.734802,37.546707,47.727631,36.943722,40.93119,41.738052,45.1329,35.648026,32.021824,28.436548,32.482086,39.342484,30.057537,25.165331,25.738451,3.846076,4.34585,6.929364,4.823182,7.147739,9.110041,6.622511,8.083753,45.439468,41.376644,16.61442,43.199383,48.394497,44.392159,23.755655,26.445698,38,3.878906,656,6.050781,237
3024060,171,225,265,233,243,260,204,256,-46.625,-48.625,-47.25,-47.9375,-48.6875,-49.875,-49.875,-48.5625,13.375,10.1875,2.9375,10.375,10.25,9.375,8.25,12.1875,31.625,31.125,29.875,30.375,30,29.9375,33.5,38.8125,19.0625,16,9.875,14.375,12,9.1875,15.8125,9.9375,42,44,49,44,45,47,47,46,171,225,265,233,243,260,204,256,0.849854,0.909912,0.829834,0.819824,0.920166,0.850098,0.890137,0.850098,0.72998,0.659912,0.660156,0.690186,0.589844,0.649902,0.619873,0.639893,-12.25,-18.375,-32.75,-17.625,-6.3125,-15.625,-32.875,-26.375,-27.202501,-31.415993,-39.69099,-29.150488,-22.514286,-36.838871,-38.93367,-31.934475,21.141941,18.547367,28.138548,17.155588,13.413323,18.873791,28.519487,20.745441,46.306099,46.149017,38.464592,47.260891,33.94791,39.908226,42.908012,43.061192,30.992973,30.833096,27.242464,30.026134,43.462326,31.121534,21.995224,25.633183,1.558986,4.470525,6.154392,5.557385,9.176444,10.096452,6.577277,10.560185,43.92971,37.931034,18.500797,38.707104,54.395603,42.913074,20.389805,25.248932,38,3.859375,657,6.023438,232
3025600,144,232,272,229,251,256,209,268,-44.25,-48.375,-48.625,-47.6875,-49.625,-49,-50.125,-48.3125,15.9375,9.75,3.625,10.5625,9.0625,8.75,8.9375,11.375,31.125,31.625,30.875,31.125,30.5,30.1875,32.25,39.3125,17.875,16.4375,10.875,15.0625,12.5625,9.625,14.25,11,40,44,48,44,45,47,46,46,144,232,272,229,251,256,209,268,0.859863,0.97998,0.860107,0.809814,0.809814,0.819824,0.813232,0.889893,0.76001,0.659912,0.699951,0.77002,0.75,0.73999,0.766602,0.709961,-14.875,-18.375,-33.25,-15.375,-8.6875,-17.875,-31.375,-25.625,-27.19191,-32.960842,-39.826469,-27.449127,-25.729336,-36.635349,-38.339676,-32.362106,21.017113,19.475227,27.906414,16.981308,15.764859,20.373993,26.851753,21.349094,44.919315,47.401794,38.042671,47.529602,36.61335,40.923779,42.695057,43.770615,30.203394,29.472366,27.366415,30.187035,40.08017,28.809258,22.493484,26.084896,3.860176,3.65061,6.684503,5.302061,7.541618,9.892973,7.959703,8.795391,38.971809,37.888199,19.339622,40.999207,51.092045,39.305447,22.761761,25.891584,38.5,3.835938,658,5.910156,232
3027160,148,234,258,231,263,256,208,254,-46.625,-49.375,-47.25,-48.1875,-48.25,-49,-49.875,-48.8125,16.3125,9.5,2.9375,10.0625,8.8125,9.125,9.5625,11.625,30.0625,30.125,30.625,31.3125,30.25,29.4375,33.25,39.8125,17.5,15.375,11,15.75,12,9.0625,15.4375,11.4375,40,45,49,45,46,47,47,46,148,234,258,231,263,256,208,254,0.860107,0.860107,0.859863,0.810059,0.879883,0.819824,0.790039,0.899902,0.719971,0.719971,0.650146,0.709961,0.600098,0.680176,0.73999,0.660156,-15.6875,-18.125,-32.5,-16,-7.5,-17.125,-30,-27.1875,-28.271185,-34.481792,-39.620651,-28.501125,-23.403227,-36.166222,-37.833645,-32.740692,20.918743,20.670738,27.39225,17.975422,13.352293,19.277405,25.683952,21.771832,45.455551,46.419052,38.576591,47.995819,34.438911,40.739307,44.200687,42.396637,29.662239,29.331116,27.61462,29.268795,42.865189,29.707981,24.410658,26.726223,3.963469,3.579094,6.416537,4.759964,9.343607,10.275306,5.704704,9.105306,40.342297,38.699688,19.329075,40.487419,53.250771,40.380051,23.909775,24.400564,38,3.878906,659,6.050781,231
3028720,176,234,288,219,271,264,218,240,-47.9375,-49.125,-50.5,-47.375,-49.625,-48.25,-52.25,-49.0625,13.1875,9.4375,2.5625,10.6875,8.8125,8.375,10.625,11.6875,31.125,30.375,30.875,31.5625,29.75,30.6875,30.6875,39.5625,17.875,16.4375,11.0625,17.4375,11.75,9.625,13,12.0625,42,46,50,45,46,48,48,47,176,234,288,219,271,264,218,240,0.870117,0.870117,0.860107,0.820068,0.909912,0.76001,0.820068,0.910156,0.72998,0.709961,0.659912,0.699951,0.580078,0.719971,0.709961,0.649902,-15.9375,-19.5625,-36.9375,-14.1875,-8.4375,-14.375,-31.5625,-24.625,-29.083652,-33.161793,-43.051777,-27.699219,-26.143749,-36.196857,-38.95256,-33.094624,19.162659,20.361963,26.624701,17.871473,15.149598,20.151932,24.042549,22.253136,45.157394,47.98653,37.627777,49.201153,36.08485,39.192196,44.311596,43.689919,30.515852,28.559483,29.105297,28.759151,40.824512,30.501579,24.72094,26.601475,5.164091,3.092023,6.642223,4.168224,7.941042,10.154294,6.924912,7.455469,40.474308,36.609905,16.666668,42.042755,52.003139,42.913696,24.482248,27.574047,38,3.808594,660,5.941406,238
3030280,145,228,272,230,286,270,200,232,-47.4375,-50.1875,-48.0625,-48.1875,-50.25,-49.875,-49.1875,-47.5625,16.3125,14,2.375,10.9375,7.75,8,8,12.5625,30.3125,31.625,30.875,31.8125,28.9375,30.1875,32.5,39.8125,16.3125,17,11.75,15.875,12.1875,9.6875,14,12.1875,40,45,49,45,47,49,48,46,145,228,272,230,286,270,200,232,0.860107,0.780029,0.860107,0.810059,0.790039,0.840088,0.949951,0.880127,0.709961,0.76001,0.659912,0.699951,0.689941,0.649902,0.570068,0.659912,-18.625,-16.75,-34.5625,-13.9375,-11.625,-14.375,-32.625,-24.375,-31.185173,-31.024265,-41.122917,-26.625402,-31.432434,-37.595612,-38.261501,-31.356817,21.783171,15.492849,27.756224,16.658112,16.357817,20.718002,28.841805,20.716507,42.944672,47.335155,38.328514,46.927567,37.862255,41.098137,39.022839,43.385941,29.566622,33.121983,27.902031,31.752115,37.392986,29.934862,22.489311,26.833578,5.705537,4.050014,6.013233,4.662202,8.38694,8.248992,9.646046,9.063972,37.057877,40.870892,17.298578,42.8125,48.584904,43.928848,20.940819,26.53791,38,3.839844,661,5.992188,232
3031820,141,242,279,227,275,265,222,270,-45.3125,-47.9375,-50.125,-48.4375,-50.25,-49,-50.375,-49.3125,16.8125,10.8125,3.625,11.1875,6.9375,8.8125,5.875,12.8125,31.625,31.375,29.625,31.3125,24.375,31.1875,30.4375,39.3125,20.625,15.625,9.0625,15.625,7.625,9.8125,13.3125,10.8125,40,45,48,45,46,48,48,47,141,242,279,227,275,265,222,270,0.849854,0.880127,0.890137,0.810059,0.790039,0.820068,0.930176,0.889893,0.72998,0.659912,0.639893,0.699951,0.719971,0.659912,0.589844,0.659912,-17,-15.3125,-34.5625,-15.8125,-13.75,-15.375,-33.9375,-25.3125,-27.394413,-30.675962,-41.911411,-26.944221,-32.559746,-36.404049,-40.073769,-31.836855,20.045687,17.623341,26.678635,16.442684,17.188969,19.802855,31.702671,18.799587,45.978241,47.196533,36.86977,46.736179,38.285809,39.294258,39.818466,44.909943,31.144724,31.951309,29.487249,32.067741,37.526867,29.484102,20.063349,27.701637,2.831346,3.228816,6.964343,4.753394,6.998355,11.418785,8.415517,8.588834,36.799351,41.13475,19.280796,40.909092,46.239113,41.932972,19.954988,27.080397,38.5,3.746094,662,5.773438,240
3033360,164,243,268,220,289,257,202,251,-45.875,-49.6875,-47,-47.375,-49.375,-48.25,-50.5625,-48.3125,8.4375,10.0625,2.25,11.375,6.875,8.5625,8.1875,11.6875,30.5625,31.375,30.875,28.5,29.75,29.1875,31.5,38.5625,15.75,14.9375,11.25,13.3125,13.25,8.5625,14.75,11,44,45,48,44,46,48,47,46,164,243,268,220,289,257,202,251,0.839844,0.819824,0.879883,0.789795,0.799805,0.820068,0.779785,0.840088,0.710205,0.730225,0.650146,0.720215,0.700195,0.670166,0.730225,0.650146,-14.625,-16.0625,-33.75,-14.1875,-10.3125,-13.625,-31.5625,-25.3125,-36.061192,-32.847015,-40.474018,-26.991388,-30.969297,-36.245182,-39.221558,-32.520348,23.730112,18.947477,28.175533,16.428652,17.624027,21.479126,30.009212,21.18502,41.076462,46.496803,38.03336,46.997105,37.867908,40.98106,39.53241,42.297688,30.000528,30.374695,27.86285,31.11062,38.662998,29.008623,21.651241,25.774406,5.192892,4.181026,5.928257,5.463621,5.845068,8.531188,8.807139,10.742881,40.584415,41.480339,17.280001,42.548077,49.368088,43.587727,22.8057,26.323318,38.5,3.964844,663,6.105469,236
3034920,149,222,274,229,258,264,202,243,-46.125,-47.4375,-48.875,-47.375,-50.25,-48.25,-50.375,-48.5625,14.375,10.75,3.75,11.5625,7.0625,8.5,7.375,11.875,30.3125,31.875,31.125,32.0625,29.5,31.875,30.4375,39.5625,15.9375,16.875,11.625,16.1875,13.75,11.3125,13,11.9375,42,45,49,44,47,49,48,47,149,222,274,229,258,264,202,243,0.829834,0.820068,0.869873,0.799805,0.809814,0.809814,0.76001,0.879883,0.77002,0.789795,0.699951,0.77002,0.75,0.72998,0.799805,0.719971,-13.25,-14.8125,-34.0625,-14.625,-12.4375,-12.875,-33.375,-25.625,-31.642857,-29.703671,-40.091736,-27.19907,-34.216381,-36.031628,-39.417076,-32.213387,20.821177,18.535498,27.569342,16.760679,18.200357,21.196716,31.399588,21.050993,41.621281,48.055927,37.062386,48.127644,38.629795,40.367683,40.591148,42.968422,31.282511,31.216032,29.272369,30.683449,36.910255,30.231249,19.898003,26.921141,6.275031,2.192538,6.095901,4.428228,6.259597,8.20435,8.111263,9.059443,42.556633,41.13475,18.515625,41.227379,47.413792,44.149765,20.574886,26.028368,38,3.824219,664,5.96875,230
3036460,150,245,263,228,268,257,203,236,-45.3125,-49.6875,-49.3125,-48.1875,-48.6875,-48.25,-50.8125,-48.3125,15.6875,9.875,2.625,11.25,7.9375,7.5625,8.875,11.875,30.0625,32.375,31.625,31.3125,29.25,30.6875,33,39.5625,17.1875,15.75,12.8125,17.0625,12.0625,10.1875,14.4375,12.5625,40,46,49,45,47,48,48,46,150,245,263,228,268,257,203,236,0.779785,0.820068,0.879883,0.799805,0.790039,0.810059,0.790039,0.880127,0.730225,0.73999,0.640137,0.720215,0.679932,0.669922,0.72998,0.659912,-14.0625,-16.5,-35.0625,-15.125,-8.6875,-30.0625,-31.5625,-24.375,-28.184376,-32.831322,-42.169228,-27.238422,-28.607409,-36.628178,-38.727913,-32.486134,21.461721,19.314981,27.85247,16.739082,16.730844,22.299402,29.387081,21.386669,43.146072,47.031853,38.309078,48.587055,36.878693,38.492599,40.410141,42.869915,30.808582,29.295382,27.892422,30.29652,39.23978,29.171106,22.112637,27.008089,4.583622,4.357786,5.946031,4.377345,7.150677,10.036893,8.090144,8.735327,41.186161,40.441738,17.606178,41.588051,51.323174,22.96764,22.967934,27.240398,38.5,3.800781,665,5.855469,231
3038000,166,234,263,239,271,259,205,239,-47.4375,-48.875,-48.875,-48.4375,-50.25,-49.1875,-50.5625,-48.5625,12.6875,10.625,3.4375,10.8125,6.375,8.1875,7.0625,11.375,30.875,31.875,30.625,31.3125,28.375,28.75,31.1875,39.8125,18.25,15.8125,11.5625,16.375,12.8125,8.1875,13.375,12.875,42,45,48,45,48,48,48,47,166,234,263,239,271,259,205,239,0.870361,0.830078,0.830322,0.810059,0.790039,0.820068,0.790039,0.910156,0.729736,0.72998,0.699707,0.699951,0.699951,0.669922,0.72998,0.649902,-15.6875,-17.4375,-33.75,-14.4375,-11.375,-15.625,-33.125,-25.625,-30.596252,-30.646053,-41.362499,-27.541164,-32.140629,-37.280067,-40.06073,-32.881996,22.217173,17.892494,26.470211,16.62534,17.669483,21.086048,31.425985,23.433405,43.277203,47.436188,38.241905,48.284428,37.062527,41.363243,41.214947,43.53735,30.519703,30.680046,29.409826,30.76092,38.372566,29.354359,20.275187,26.22484,3.985918,3.991277,5.878062,4.329307,6.895429,8.196352,7.083883,6.804405,40.542698,38.931889,19.025158,42.633228,49.443562,41.887676,21.120363,25.954739,38.5,3.871094,666,5.964844,234
3039620,174,247,293,244,271,267,215,313,-49.1875,-52.375,-49.875,-52.6875,-52.4375,-52.4375,-52.6875,-51.3125,11.8125,10.8125,2.5,11.4375,8.125,8.3125,9.0625,11.3125,32.1875,30.875,33.1875,32.0625,30.8125,31.625,34,40.3125,16.5,13.5625,10,16.4375,14.125,10.25,13.375,8.1875,44,46,50,46,48,50,48,48,174,247,293,244,271,267,215,313,0.879883,0.899902,0.819824,0.860107,0.839844,0.859619,0.789795,0.890137,0.75,0.73999,0.73999,0.739746,0.719971,0.700195,0.77002,0.679932,-17,-18.375,-36.9375,-17.1875,-12.4375,-17.625,-33.125,-27.1875,-31.741665,-32.580456,-43.113445,-30.654167,-28.931152,-39.590992,-41.203293,-34.928165,20.713518,16.808905,25.430431,15.728168,15.612958,20.387627,24.666079,20.087894,43.311844,45.842602,36.64204,48.277248,37.296276,41.073711,37.586769,42.217491,30.504328,31.833488,29.493889,30.911434,39.948402,28.421986,24.054157,27.248074,5.470306,5.515004,8.433631,5.083142,7.142366,10.116681,13.692991,10.446538,39.554531,40.117992,15.575621,41.887905,48.04805,41.41264,22.56669,26.330149,37,3.90625,667,6.332031,253
3041300,164,249,298,229,254,254,214,237,-50.375,-51.8125,-54.625,-51.625,-51.375,-50.5625,-52.4375,-51.3125,15.625,10.375,2.3125,11.625,8.625,9.0625,7.8125,12.625,32.1875,31.125,29.875,27.8125,30.5,32.375,32.75,40.3125,16.25,14.5,6.5625,13.3125,12.5,11.375,14.9375,10.25,43,48,51,47,49,51,50,48,164,249,298,229,254,254,214,237,0.880127,0.890137,0.850098,0.850098,0.810059,0.859863,0.820068,0.930176,0.849854,0.819824,0.829834,0.819824,0.799805,0.75,0.809814,0.759766,-16.25,-18.625,-18.625,-16.5,-8.1875,-16.375,-33.125,-28.625,-31.404165,-33.583927,-46.500893,-30.172333,-25.097988,-37.718513,-41.138191,-34.955952,19.016609,17.687637,22.14385,15.586378,15.200218,19.957573,26.466406,20.422081,42.672436,47.180687,37.888424,47.454212,34.197655,41.243931,39.792629,41.351788,32.258232,30.64147,30.699846,31.688538,41.12635,29.418055,23.263432,28.383347,6.052722,4.490208,9.267878,5.270869,9.475775,9.380445,10.477531,9.842784,41.207546,39.538349,41.379311,42.447128,52.748089,41.220798,22.472727,24.761255,35.5,3.984375,668,6.695313,237
3042940,155,256,303,244,251,249,184,246,-50.875,-52.875,-52.1875,-52.6875,-51.5625,-51.0625,-51.75,-50.5625,17.625,10.1875,3.25,11.4375,8.5625,9.1875,8.5,12.4375,31.9375,32.125,33.1875,32.0625,30.8125,31.875,29.875,40.5,16,14.25,10.5,17.125,12.375,10.3125,10.8125,10.4375,41,47,51,48,49,50,49,48,155,256,303,244,251,249,184,246,0.860352,0.889893,0.879883,0.829834,0.839844,0.869873,0.806885,0.919922,0.81958,0.77002,0.73999,0.780029,0.75,0.72998,0.792969,0.72998,-19.3125,-18.625,-15.75,-15.375,-6.125,-14.625,-34.1875,-26.96875,-32.546761,-35.14674,-43.159931,-29.795506,-26.286501,-37.736412,-40.918266,-34.271072,19.003727,17.539839,23.939205,15.732239,15.921926,19.415197,28.375372,20.776056,41.994507,45.109688,39.235382,47.917374,34.530163,40.692894,36.56609,42.722736,32.094612,30.908035,28.568399,31.821398,41.528954,30.383911,23.071749,27.665182,6.907156,6.442441,8.257011,4.528991,8.018962,9.507998,11.986793,8.836019,38.113205,40.058479,42.679356,44.026546,55.159332,43.933685,20.421511,25.909403,36.5,3.945313,669,6.472656,236
3044560,144,228,277,231,262,260,205,244,-49.875,-52.0625,-53.25,-51.625,-51.8125,-50.5625,-51.0625,-49.3125,17.3125,11.1875,6.0625,11.75,7.625,8.5,8,13,31.125,32.375,32.375,31.8125,31.0625,30.4375,29.875,40.0625,18.25,16.875,10.5,16.375,13.5625,9.1875,10.875,10.4375,40,46,49,46,48,50,49,47,144,228,277,231,262,260,205,244,0.879639,0.899902,0.826172,0.830078,0.850342,0.880127,0.800049,0.890137,0.790283,0.77002,0.773926,0.77002,0.759766,0.689941,0.790039,0.72998,-20,-18.125,-18.875,-13.25,-11.125,-15.375,-32.625,-26.625,-32.753849,-31.913877,-42.908333,-27.970455,-30.616604,-37.693825,-39.451546,-32.706345,20.340439,16.877186,22.651217,15.17117,17.419718,20.047256,30.592043,19.338415,42.77869,46.712856,39.35622,46.18325,37.321644,40.395535,41.080387,42.614849,31.804266,31.622761,30.255816,33.601334,38.96534,30.398264,21.422405,28.918034,5.076605,4.787194,7.736752,5.044246,6.293292,9.158941,6.905169,9.128705,36.882717,40.192448,40.145985,45.992508,49.095024,42.81369,21.67524,25.592747,37,4.148438,670,6.722656,231
3046180,189,236,271,225,249,244,202,238,-49.875,-51.25,-51.5625,-51.3125,-50.5,-50.8125,-53.4375,-50.3125,8.1875,10.375,3.125,11.875,9.0625,9.5,11.875,11.4375,31.375,32.375,32.125,28.75,30,29,33,40.0625,18,16.125,11.1875,13.0625,12,8.0625,14.625,11.5,46,46,50,45,47,49,48,47,189,236,271,225,249,244,202,238,0.880127,0.879883,0.899902,0.820068,0.839844,0.839844,0.800049,0.909912,0.790039,0.77002,0.709961,0.789795,0.75,0.719971,0.789795,0.719971,-13.6875,-19.0625,-16.5625,-17.625,-6.8125,-29.9375,-31.5625,-26.625,-29.320002,-33.506836,-43.661934,-29.757725,-23.450657,-37.94479,-38.953781,-34.459393,20.098677,18.72723,24.870274,15.370965,14.743735,20.010128,22.524723,22.606573,43.058926,46.569012,39.37394,46.940891,34.327534,40.163261,44.433563,42.440456,32.846745,30.168608,28.196312,30.926647,42.552795,30.215403,22.894287,25.390303,3.995651,4.535153,7.559471,6.761492,8.375931,9.611207,10.147422,9.562668,44.538464,38.490284,41.952309,41.239479,54.270184,25.322214,25.307304,26.210236,37,4.09375,671,6.636719,231
3047800,179,242,265,222,245,244,188,244,-50.125,-51.8125,-50.3125,-50.4375,-50.5,-50.8125,-50.375,-50.3125,13.125,10.3125,3.625,12.75,9,8.3125,6.5625,12.3125,31.625,31.875,31.875,32.0625,30.8125,31.1875,33.25,39.8125,16.25,15.3125,11.4375,17.8125,13,11.125,14.375,10.5,43,46,49,45,47,50,49,48,179,242,265,222,245,244,188,244,0.889893,0.879883,0.810059,0.840088,0.810059,0.830078,0.813232,0.92041,0.77002,0.780029,0.780029,0.75,0.75,0.73999,0.766846,0.699951,-15.9375,-20,-15.75,-16.25,-10.0625,-16.625,-34.1875,-27.1875,-32.350002,-33.473499,-42.24646,-27.364946,-27.785576,-38.986626,-40.545876,-34.047356,18.394808,17.75214,25.426394,15.759398,15.677849,21.253868,31.461472,20.96632,40.633072,45.973389,40.487812,48.332703,36.506931,40.378799,37.264572,42.690678,34.997986,30.351793,27.870333,31.466139,40.044724,29.476583,23.036171,27.657255,5.974133,5.922676,6.215455,4.441766,7.770496,8.890747,8.237786,8.685743,41.819572,38.013443,42.05323,41.439392,49.730976,41.692074,19.357248,25.658808,37,3.925781,672,6.359375,228
3049400,147,233,261,226,249,241,198,250,-48.1875,-50.9375,-49.875,-50.75,-50.5,-49,-51.3125,-49.5625,16.8125,10.4375,3.6875,11.875,8.375,9.0625,7.0625,11.6875,31.625,31.375,30.375,31.3125,29.75,30.6875,33.5,39.5625,18.25,15.75,9.75,14.875,12.4375,9.75,15.875,9.875,40,46,49,45,46,49,49,47,147,233,261,226,249,241,198,250,0.869873,0.869873,0.829834,0.819824,0.809814,0.839844,0.949951,0.889893,0.769775,0.749756,0.749756,0.759766,0.739746,0.689697,0.619629,0.709717,-16.25,-19.3125,-34.8125,-15.5625,-13.75,-13.125,-33.625,-28.375,-30.329689,-34.397713,-41.775307,-27.94593,-30.060715,-36.854973,-40.475395,-33.805607,18.599241,18.424294,26.540026,15.725382,16.572548,20.223246,32.674969,21.102287,43.744694,45.775108,38.524349,45.756542,37.386955,39.29332,40.995792,41.004433,33.390461,30.616014,28.425697,33.018623,38.991116,30.427881,20.93771,27.577421,4.265602,5.184584,6.509926,5.499451,7.049386,10.055549,5.391533,10.315863,40.015663,38.420654,18.31307,42.878902,45.794392,45.019608,21.260998,23.772791,37.5,3.921875,673,6.277344,225
3051000,185,227,260,198,242,245,186,247,-48.6875,-50.4375,-48.625,-48.1875,-50.6875,-49.1875,-49.4375,-48.3125,7.5,12.4375,4,13.625,8.9375,9.375,7.25,12.0625,31.9375,29.125,31.375,31.8125,30,32.125,32.75,39.8125,17.4375,13.5,11.1875,18.875,11.6875,10.6875,14.75,11.5,46,45,49,44,47,49,48,46,185,227,260,198,242,245,186,247,0.900146,0.920166,0.840088,0.800049,0.809814,0.830078,0.800049,0.880127,0.76001,0.719971,0.73999,0.77002,0.740234,0.699951,0.780029,0.719971,-14.625,-17.1875,-33.75,-14.625,-8.9375,-13.375,-30.6875,-25.625,-35.700001,-30.512629,-40.479156,-26.368031,-27.49297,-36.180847,-38.420834,-32.364956,22.2115,15.769817,26.436741,16.201443,16.703709,20.194561,31.158367,21.015484,42.342602,47.308071,36.730789,48.529564,34.759819,41.713333,38.83519,43.743465,31.125181,31.920811,29.917442,31.01753,39.902267,29.626617,22.365736,26.63365,4.320714,5.0013,6.915027,4.25146,8.634204,8.465486,7.640705,8.607402,42.248062,40.766285,18.59375,41.953125,51.742832,44.043045,22.813688,25.74468,37.5,3.972656,674,6.359375,223
3052600,157,230,259,203,237,232,177,225,-45.875,-49.375,-49.3125,-49,-49.375,-48.0625,-51.5,-48.3125,16.9375,10.1875,2.9375,14.25,8.9375,10.0625,12.125,12.6875,30.3125,32.125,32.125,32.5625,30.5,32.875,33,40.5,16.0625,17.8125,11.375,18.3125,12.5,11.9375,15.0625,13.25,40,45,49,43,47,48,48,46,157,230,259,203,237,232,177,225,0.830078,0.950195,0.839844,0.819824,0.830078,0.850098,0.790039,0.899902,0.779785,0.679688,0.76001,0.76001,0.72998,0.669922,0.77002,0.699951,-10.8125,-17,-34.8125,-15.8125,-4,-14.125,-30.9375,-25.0625,-25.53702,-33.600128,-42.148598,-27.313299,-22.421875,-34.856564,-37.263138,-31.264547,18.608564,19.608431,26.49873,15.492442,15.200172,19.992167,23.110378,21.012991,42.667679,48.6534,37.334183,49.666969,34.03302,41.120564,42.835907,44.837597,34.88007,29.99456,29.273897,29.939587,42.140633,29.99996,26.127443,25.241793,3.843695,1.743611,6.893195,4.901,8.626175,8.88731,7.926271,8.907619,45.68404,39.954166,17.805065,40.689655,56.80751,41.930504,24.334318,26.178747,37.5,3.710938,675,5.9375,215
3054200,186,221,241,219,236,236,209,242,-47.9375,-49.125,-48.25,-48.4375,-48.6875,-49.4375,-49.625,-48.3125,10.3125,10.375,2.4375,12,9.5625,9.9375,6.25,12.125,31.625,29.625,31.625,30.875,30,31.1875,32,39.5625,15.5,13.75,12,16.5,11.8125,10.25,15.1875,10.4375,45,45,49,45,46,49,49,47,186,221,241,219,236,236,209,242,0.900146,0.870117,0.839844,0.830078,0.820068,0.849854,0.959961,0.919922,0.76001,0.77002,0.740234,0.73999,0.73999,0.680176,0.620117,0.690186,-14.3125,-17.1875,-35.875,-14.4375,-1.6875,-15.625,-33.125,-24.375,-28.255682,-32.039001,-42.059052,-27.555103,-24.458162,-36.520683,-39.309055,-31.982264,19.424742,18.433479,27.927034,15.99008,15.464836,19.919788,28.841051,21.176649,41.47229,46.127861,38.861008,48.103531,34.308189,41.21809,42.50824,43.941395,33.249073,30.716953,27.044142,30.952776,41.742168,29.308411,22.037806,26.180845,5.853892,4.721704,6.167809,4.953615,8.484804,9.553714,6.612906,8.70111,42.262371,39.673912,15.492958,42.868401,59.729946,41.937984,21.401939,27.240398,37.5,3.78125,676,6.050781,223
3055800,187,231,247,233,245,224,215,250,-47.9375,-50.1875,-48.4375,-50.125,-50.0625,-49,-51.3125,-48.5625,15.5625,9.875,3.4375,11.5625,8.25,10,8.8125,11.5,31.375,29.625,31.375,31.5625,30.8125,30.4375,33,39.5625,14.125,14.125,11.875,14.75,11.9375,10.0625,17.9375,10.75,40,46,49,45,48,48,49,47,187,231,247,233,245,224,215,250,0.879883,0.879883,0.890137,0.840088,0.820068,0.860107,0.939941,0.910156,0.77002,0.75,0.669922,0.73999,0.709961,0.669922,0.610107,0.679932,-17,-20,-33.5,-16,-7.25,-16.375,-31.8125,-26.625,-28.715361,-34.089951,-41.151306,-28.488235,-23.827869,-36.18351,-38.87801,-32.773216,14.278056,19.397135,26.817688,15.638694,15.48838,19.706709,26.380238,21.908817,42.798218,45.737396,40.052704,47.308762,33.793877,40.802948,44.55603,43.671833,35.605339,29.998186,27.389059,31.077808,41.348526,28.709137,21.581068,25.381336,7.318387,4.867286,5.74055,5.974738,9.369215,10.781208,7.482664,9.038021,39.007092,37.011494,19.158878,41.775055,52.93663,41.070023,23.298817,24.893618,37.5,3.746094,677,5.996094,229
