Time,SwivelPower,SwivelPower,SwivelPower,SwivelPower,SwivelPower,SwivelPower,SwivelPower,SwivelPower,MinAngle,MinAngle,MinAngle,MinAngle,MinAngle,MinAngle,MinAngle,MinAngle,CatchSlip,CatchSlip,CatchSlip,CatchSlip,CatchSlip,CatchSlip,CatchSlip,CatchSlip,MaxAngle,MaxAngle,MaxAngle,MaxAngle,MaxAngle,MaxAngle,MaxAngle,MaxAngle,FinishSlip,FinishSlip,FinishSlip,FinishSlip,FinishSlip,FinishSlip,FinishSlip,FinishSlip,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Drive Start T,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Rower Swivel Power,Drive Time,Drive Time,Drive Time,Drive Time,Drive Time,Drive Time,Drive Time,Drive Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Recovery Time,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle Max F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Angle 0.7 F,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q1,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q2,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q3,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Work PC Q4,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Max Force PC,Rating,AvgBoatSpeed,StrokeNumber,Dist/Stroke,Average Power
3146540,201,202,230,237,241,229,158,219,-45.875,-44.1875,-46.8125,-46.875,-48.4375,-47.125,-49.625,-47.125,8.625,9.625,1.375,10.625,9.75,8.625,11.9375,11.5,31.375,30.375,29.375,31.5625,29.75,30.1875,33.5,38.5625,15.3125,14.125,11.6875,13,12.625,9.75,16.125,11,45,45,49,45,47,48,46,46,201,202,230,237,241,229,158,219,0.829834,0.949951,0.870117,0.809814,0.910156,0.890137,0.77002,0.900146,0.790039,0.669922,0.689941,0.760254,0.619873,0.659912,0.790039,0.699951,-9.0625,-15.0625,-35.0625,-15.8125,-4,-14.125,-28.8125,-26.625,-24.420284,-29.776714,-41.561127,-27.99354,-21.326975,-36.071033,-36.400963,-31.919596,18.047916,19.470715,26.844826,16.72665,14.847112,21.025272,24.520325,23.838667,40.562878,45.654934,38.956184,46.555477,33.985859,39.290848,43.266644,42.015995,36.221012,30.835142,27.054152,30.140738,43.5093,29.655113,23.624697,24.565393,5.168194,4.03921,7.144839,6.577137,7.657724,10.028768,8.588333,9.579943,47.653725,38.717533,17.222223,39.601593,56.83453,42.68391,25.037592,23.924143,37.5,3.449219,734,5.519531,214
3148160,185,220,251,219,231,230,185,209,-46.875,-47,-48.4375,-46.375,-48.6875,-46.4375,-48.9375,-47.375,7.75,9.375,2.6875,10.625,7.9375,8.875,8.6875,11.625,30.3125,31.875,31.125,29.4375,29.25,31.875,33.5,39.0625,14.5,16,12.4375,13.6875,12.9375,11,15.875,11.6875,47,47,51,47,48,49,48,47,185,220,251,219,231,230,185,209,0.869873,0.879639,0.919922,0.81958,0.819824,0.859619,0.780029,0.919922,0.75,0.740234,0.639893,0.740234,0.709961,0.679932,0.779785,0.679932,-11.75,-17.9375,-35.3125,-13,-7.75,-14.375,-29.3125,-25.875,-26.07375,-31.670452,-41.775913,-26.179667,-36.014988,-33.895813,-37.625076,-32.451767,19.627371,20.265526,28.141848,17.133772,17.479362,20.794506,27.743256,24.114864,42.20639,46.274452,37.557388,45.940926,34.342037,41.849728,40.354546,41.042942,32.580719,29.61973,29.204386,30.880499,40.736446,29.049524,21.8988,24.698149,5.585519,3.840287,5.096375,6.044803,7.442153,8.306239,10.003395,10.144049,45.032051,36.729858,16.692791,43.064518,52.640003,40.941738,23.805914,24.873465,37,3.527344,735,5.714844,216
3149740,193,208,234,237,210,224,162,208,-45.3125,-45.5625,-48.4375,-47.6875,-48,-46.875,-52.25,-47.5625,7.75,9.6875,2.75,9.875,9.4375,8.4375,15.25,11.5,31.125,31.875,29.625,32.3125,28.375,30.9375,34.5,38.5625,16.1875,16.375,11.9375,14.0625,10.875,10.3125,18,11.5,46,46,50,46,47,49,47,47,193,208,234,237,210,224,162,208,0.870117,0.843506,0.899902,0.820068,0.909912,0.850098,0.800049,0.910156,0.75,0.75,0.650146,0.72998,0.600098,0.689941,0.73999,0.689941,-10.625,-15.8125,-35.0625,-14.4375,0.25,-13.875,-29.0625,-26.375,-29.256044,-30.407814,-41.851463,-28.099064,-21.683054,-35.787952,-35.884201,-32.709602,20.60066,20.4527,28.059402,17.669306,15.608652,21.485783,18.125048,22.926109,40.804455,46.537735,38.943562,47.125168,31.544733,39.762463,45.537743,40.173702,34.476871,29.81381,28.023287,29.593796,42.282207,29.238451,26.321205,26.221127,4.118012,3.195751,4.97375,5.611729,10.564405,9.513303,10.016006,10.679063,45.380215,38.418079,17.374214,41.5625,63.295269,42.409637,26.729107,24.60087,37.5,3.382813,736,5.347656,209
3151320,170,212,247,226,225,218,172,210,-45.3125,-46.75,-49.0625,-47.6875,-48.875,-45.375,-48.9375,-47.375,8.1875,10.0625,3.625,11.0625,8.375,8.5,9.5625,11.4375,31.125,32.375,30.375,31.8125,30.25,31.1875,30.9375,38.3125,17.875,16.0625,11.9375,15.5,12.5,10.375,13.3125,10.25,45,46,49,45,47,48,47,46,170,212,247,226,225,218,172,210,0.879883,0.939941,0.890137,0.850098,0.793457,0.840088,0.810059,0.909912,0.719971,0.659912,0.649902,0.709961,0.706543,0.669922,0.72998,0.669922,-13.25,-17.4375,-34.8125,-14.4375,-3.125,-14.625,-30.6875,-26.125,-26.391449,-31.230793,-41.769974,-27.216995,-89.474915,-35.094345,-37.549263,-32.660583,21.858952,19.12867,26.874819,16.493216,16.780678,22.773569,29.661015,24.036022,45.028435,46.802677,38.52132,47.288551,32.645111,39.64365,42.344414,40.488701,30.354902,30.551422,28.612495,30.673847,40.528183,28.284466,21.828207,24.546444,2.757712,3.51723,5.991372,5.544388,10.046031,9.298313,6.166361,10.928838,41.946037,37.588097,17.715618,41.823898,57.819904,40.163265,21.87266,24.799417,37.5,3.277344,737,5.183594,210
3152900,182,210,237,204,229,204,141,213,-44.8125,-46.75,-46.5625,-46.375,-47.5625,-46.25,-50.8125,-46.6875,6.625,9.3125,3.5,10.8125,7.75,9.6875,15.6875,11.625,30.0625,32.375,28.5625,32.3125,29.25,29.1875,32,38.8125,15.125,17.25,10,17,12.375,9,15.125,11.6875,46,45,48,45,46,47,46,46,182,210,237,204,229,204,141,213,0.839844,0.869873,0.899902,0.829834,0.809814,0.829834,0.819824,0.899902,0.740234,0.750244,0.650146,0.730225,0.710205,0.700195,0.720215,0.680176,-12.25,-16.75,-33.25,-12.5625,-1,-16.375,-25.3125,-25.875,-41.70623,-33.201683,-39.02927,-25.777719,-33.549995,-33.401443,-35.022713,-31.647654,22.41423,21.59013,28.228888,18.099218,17.499058,20.910662,18.616617,22.67293,40.400009,45.912777,37.795597,47.672592,33.785446,42.527203,46.138348,42.459995,32.379349,28.962999,28.623348,28.4069,40.577343,27.813076,26.909525,24.771681,4.806412,3.534094,5.352165,5.821289,8.138155,8.749063,8.335517,10.095392,43.344425,37.914692,17.713366,42.970612,60.618389,38.704456,30.334572,24.342104,37.5,3.296875,738,5.210938,202
3154500,233,200,240,207,235,227,193,219,-46.125,-45.8125,-48.0625,-46.375,-48,-47.3125,-53.9375,-47.375,6.5,10,2.75,10.5,7.8125,8.9375,13.25,10.9375,31.9375,29.375,30.375,31.5625,28.9375,30.1875,32.5,38.3125,15.1875,14.1875,12.5,16.3125,11.4375,9.25,14.8125,9.6875,47,45,50,45,47,49,48,47,233,200,240,207,235,227,193,219,0.879883,0.880127,0.900146,0.810059,0.810059,0.860352,0.830078,0.910156,0.730225,0.73999,0.659912,0.73999,0.709961,0.679688,0.73999,0.689941,-11.75,-15.0625,-34.5625,-13.6875,-8.9375,-14.125,-33.375,-25.625,-27.197285,-29.837271,-41.141289,-27.227222,-24.016798,-35.333336,-38.663177,-32.721748,19.69614,20.090366,28.657532,18.218021,16.882553,20.34687,23.065924,23.271391,42.741951,46.428093,38.008175,47.988781,34.101963,39.60355,48.062122,40.405724,33.442005,29.575878,28.140142,28.977793,40.028465,29.032677,22.218006,25.38772,4.119902,3.905666,5.194149,4.815408,8.987018,11.016902,6.65395,10.935168,44.035229,39.838058,17.298578,41.940655,50.771732,42.822582,23.449751,25.382933,37.5,3.449219,739,5.519531,219
3156080,187,235,235,215,269,230,164,212,-44.25,-50.4375,-47,-45.3125,-50.25,-46.875,-48.4375,-46.4375,8.25,11.8125,3.4375,10.375,5.125,8.625,8.875,11.5,31.375,31.125,30.125,31.5625,28.375,31.1875,33.25,38.5625,16.25,15.875,12.125,15.1875,13.375,10.4375,16.75,11.375,45,46,49,45,48,48,47,46,187,235,235,215,269,230,164,212,0.869873,0.819824,0.813477,0.810059,0.829834,0.840088,0.799805,0.894775,0.72998,0.780029,0.706543,0.719971,0.700195,0.679932,0.76001,0.669922,-9.9375,-17.4375,-32.75,-12.0625,-12.4375,-14.875,-30.4375,-24.8125,-24.935461,-31.00173,-39.500977,-25.625265,-39.3395,-35.537155,-37.854187,-31.416752,20.152025,17.2873,29.905146,17.721382,19.810007,21.048685,30.601471,23.667141,41.615677,48.264301,36.071198,46.848209,37.186413,40.5159,41.462959,42.00668,34.646294,29.962847,28.784594,30.222658,37.237652,28.586123,21.768246,24.887491,3.586001,4.485551,5.239061,5.207748,5.765931,9.849293,6.167321,9.43869,45.371902,40.45977,18.357489,43.252033,48.092209,40.992794,22.035194,25.441175,37.5,3.507813,740,5.546875,218
3157660,188,224,232,228,225,235,172,199,-44.8125,-47.9375,-45.75,-47.125,-47.5625,-45.125,-48.1875,-45.5,6.8125,10.375,3.625,12,7.75,7.8125,7.1875,11.9375,31.625,29.875,30.125,32.3125,28.375,31.625,30.6875,38.5625,17.375,14.0625,11.9375,15.75,12.4375,10.3125,13.0625,10.9375,46,45,48,46,46,48,47,46,188,224,232,228,225,235,172,199,0.869873,0.850098,0.849854,0.800049,0.790039,0.819824,0.819824,0.889893,0.745361,0.765137,0.745361,0.755127,0.745117,0.695313,0.745361,0.695313,-10.1875,-16.0625,-32.5,-9.625,-11.625,-12.0625,-32.375,-22.9375,-27.209061,-32.028408,-38.747925,-24.659821,-28.671741,-34.615967,-38.566502,-30.444359,22.469824,19.074989,29.424795,16.179817,17.959009,22.56282,33.733864,22.576832,41.803856,47.081505,35.268551,44.412254,36.344021,40.331696,38.911114,41.443493,32.726212,29.330814,29.710964,34.36919,38.430744,28.14772,21.358931,26.126184,3.000112,4.512693,5.595693,5.038739,7.266221,8.957766,5.996088,9.853488,45.298447,40.189125,17.462933,47.206924,47.3251,43.078175,19.476521,26.840147,37.5,3.617188,741,5.714844,212
3159220,187,222,242,203,243,225,164,204,-45.3125,-46.5,-46.8125,-45.5625,-48,-44.9375,-48.9375,-46.4375,5.6875,11.3125,3.125,11.625,6.5625,8.0625,9.1875,12.25,29.8125,32.625,29.125,32.0625,28.125,32.875,31.5,38.5625,14.5625,16.75,10.875,15.875,11.625,11.5,14.875,11.875,46,44,49,44,47,48,46,45,187,222,242,203,243,225,164,204,0.850098,0.939941,0.879639,0.800049,0.800049,0.820068,0.810059,0.899902,0.72998,0.650146,0.630371,0.72998,0.709961,0.669922,0.76001,0.650146,-11.5625,-15.5625,-33.25,-11.5625,-3.5625,-12.3125,-30.4375,-24.25,-36.949074,-28.237499,-39.719303,-24.321791,-37.242348,-34.517307,-37.474106,-31.16625,23.558512,16.488407,28.66774,17.349548,18.922253,23.116013,30.821339,22.094059,40.313824,48.004341,36.090641,46.380852,34.520695,40.797569,40.736336,41.211349,30.905918,32.032757,28.438721,30.549059,38.529587,27.882654,20.286217,26.335297,5.221754,3.474491,6.802899,5.72054,8.027463,8.203771,8.156105,10.359296,44.776119,39.812645,17.514124,43.80032,58.374386,41.927711,22.999222,26.026392,38,3.480469,742,5.433594,211
3160820,224,217,233,234,224,217,159,202,-45.0625,-46.5,-45.75,-47.6875,-46.5,-46,-48.4375,-46.6875,7,9.1875,2.9375,11.5625,8.0625,8.1875,9.5625,13,31.625,30.125,29.375,30.875,25.1875,27.8125,33,38.3125,14.25,15.375,11.375,12.8125,9.125,6.9375,16.125,12.375,47,46,50,46,48,49,48,47,224,217,233,234,224,217,159,202,0.839844,0.830078,0.880127,0.810059,0.919922,0.840088,0.800049,0.910156,0.77002,0.77002,0.659912,0.73999,0.600098,0.699951,0.76001,0.689941,-8.4375,-18.625,-32.25,-15.125,-4.75,-13.625,-32.625,-24.375,-23.979244,-30.304493,-39.384129,-27.868883,-19.951786,-35.201118,-37.91354,-30.19101,19.331566,20.386578,28.671953,15.773758,16.389217,21.806042,27.904314,22.287441,40.376152,47.638824,36.9795,46.721649,33.061977,39.895542,39.42659,42.690105,35.780602,28.668419,28.044117,30.935516,42.675823,27.933493,25.592407,26.061913,4.511682,3.306183,6.304432,6.569074,7.872981,10.364923,7.07669,8.960541,47.758762,35.909824,18.062397,41.447891,56.147541,42.216789,19.416731,26.249998,37.5,3.519531,743,5.632813,213
3162360,226,209,232,225,211,217,157,212,-46.375,-46.0625,-45.375,-46.875,-47.8125,-45.5625,-50.125,-47.125,4.875,9.875,3,10.6875,8.75,8.5625,14,11.6875,31.9375,32.375,30.625,27.375,28.125,29.4375,33.25,38.0625,15.9375,17.9375,12.8125,10,13.125,9.3125,16.625,11.3125,47,45,49,45,47,47,46,46,226,209,232,225,211,217,157,212,0.879883,0.849854,0.809814,0.799805,0.790039,0.840088,0.800049,0.879883,0.699951,0.72998,0.699951,0.709961,0.709961,0.659912,0.699951,0.659912,-13.25,-16.75,-32.75,-12.3125,-4.25,-14.375,-29.3125,-25.875,-36.383038,-30.867567,-38.892654,-26.551739,-20.891459,-34.320168,-34.897461,-32.446426,24.058182,21.058447,29.791502,16.920982,16.943089,21.542696,21.369638,23.351282,42.922203,47.298122,38.426407,46.577518,33.137169,40.536564,45.439522,41.067745,28.966585,28.563368,27.583876,30.769974,42.95945,27.794659,23.777016,25.87896,4.053032,3.080062,4.19821,5.731524,6.960286,10.126083,9.413826,9.702012,42.298485,37.370518,16.611843,44.063744,57.366257,40.901642,24.962519,24.944975,38.5,3.398438,744,5.238281,211
3163920,227,182,230,221,224,233,150,199,-45.875,-43.3125,-45.375,-46.625,-46.6875,-45.8125,-47.6875,-46.4375,7.9375,10.1875,4.8125,13.375,8.3125,8.0625,10.0625,11.9375,32.1875,31.875,30.375,30.625,29.5,29.4375,33.5,38.0625,16.125,17.375,11.8125,13.25,14.9375,8.5,15.1875,10,45,44,48,44,46,47,46,46,227,182,230,221,224,233,150,199,0.910156,0.830078,0.909912,0.800049,0.829834,0.819824,0.780029,0.899902,0.689941,0.75,0.660156,0.72998,0.670166,0.700195,0.77002,0.680176,-10.375,-15.0625,-30.75,-14.1875,-5.6875,-13.625,-31.375,-26.375,-29.621731,-30.025257,-36.879929,-26.064144,-21.943882,-35.534241,-36.997414,-31.615623,19.943512,21.099543,28.673952,14.875105,17.526602,21.230743,28.546059,23.545624,42.928043,46.686996,36.995144,46.674965,36.532787,37.336708,40.315887,39.288223,33.637028,29.099518,28.347115,31.707754,41.157017,30.245771,23.651821,25.78376,3.491425,3.113943,5.983791,6.742173,4.783596,11.186773,7.486232,11.382396,45.476379,37.572735,19.306931,41.990292,53.814602,42.491749,20.092379,23.742603,38,3.515625,745,5.488281,208
3165560,232,230,300,235,258,228,269,269,-50.625,-49.375,-51.9375,-49.875,-51.125,-48.0625,-51.3125,-50.0625,8.1875,9.6875,2.3125,9.5625,6.3125,8.5625,8.6875,11.6875,31.625,32.375,29.375,31.8125,28.9375,26.9375,34.5,39.0625,13.25,15.75,7.3125,16.0625,13.375,6.125,13.5,9.25,47,47,51,48,48,50,48,48,232,230,300,235,258,228,269,269,0.879883,0.959961,0.860107,0.849854,0.840088,0.860107,0.790039,0.920166,0.76001,0.699951,0.719971,0.750244,0.75,0.709961,0.780029,0.699951,-13.25,-18.875,-38.5,-15.8125,-14.3125,-16.125,-33.125,-26.625,-31.525002,-31.237127,-45.420425,-28.094803,-29.116072,-36.133858,-39.603821,-34.132023,17.918428,17.74839,24.906713,17.232569,17.167849,21.516441,25.561316,20.129038,38.983166,47.280682,35.517841,47.085941,38.545952,41.761131,40.886269,42.639797,35.860687,30.591503,31.47349,30.309999,38.010948,27.700815,26.085749,26.926168,7.237718,4.379423,8.101958,5.371492,6.275254,9.021607,7.466669,10.304997,45.268734,37.925812,16.032812,41.698544,45.979702,40.299683,21.194464,26.297335,36.5,3.519531,746,5.773438,252
3167200,196,213,264,212,242,230,200,219,-46.625,-49.375,-49.6875,-47.9375,-50.0625,-47.5625,-51.0625,-48.5625,13.8125,12.5625,2.375,12.5625,7.9375,8.875,10.8125,12.3125,31.625,31.875,29.375,32.3125,29.25,29.1875,34,38.5625,14.75,16.3125,9.375,16.375,11.6875,8.3125,14.625,11.3125,43,45,51,45,49,50,48,49,196,213,264,212,242,230,200,219,0.870361,0.919922,0.823242,0.820068,0.819824,0.839844,0.790039,0.909912,0.789795,0.73999,0.766602,0.779785,0.73999,0.72998,0.809814,0.709961,-9.0625,-17.4375,-36.9375,-14.875,-5.6875,-13.125,-29.3125,-26.875,-23.522978,-30.42197,-43.297241,-26.429707,-23.647837,-35.038799,-37.981472,-32.550243,17.04134,16.187792,27.431995,15.76,16.446968,20.36458,23.580349,21.931553,40.081821,47.727665,35.96064,47.562054,32.214245,40.882854,42.758335,41.987141,37.438423,31.582436,30.083824,30.574018,40.886398,29.48502,22.188446,26.070642,5.438414,4.502109,6.523547,6.103927,10.452388,9.267544,11.472872,10.010666,48.003193,39.307693,15.826222,41.199379,55.94957,43.488556,25.569433,24.892395,36.5,3.636719,747,5.964844,222
3168780,171,213,261,222,219,230,174,216,-45.625,-47.4375,-47.625,-48.1875,-48.25,-48.0625,-52.6875,-48.5625,14.875,9.9375,2.0625,11.75,10.4375,9.4375,14.5625,11.6875,31.625,32.125,30.375,32.3125,30.25,32.125,34,38.8125,16.1875,16,10.8125,14.4375,12,10.4375,15.5625,11.9375,41,45,50,44,46,48,46,47,171,213,261,222,219,230,174,216,0.899902,0.860107,0.860107,0.820068,0.820068,0.800049,0.820068,0.920166,0.76001,0.780029,0.719971,0.77002,0.73999,0.76001,0.76001,0.699951,-11.3125,-19.0625,-33.5,-14.625,0.25,-15.625,-27.8125,-26.125,-25.566965,-31.385065,-40.775398,-27.446541,-20.041166,-36.190331,-36.842026,-33.270832,18.732925,19.972176,28.377131,16.00494,14.953019,20.333443,16.659958,22.808851,41.744041,46.489815,37.718189,46.995483,32.848339,39.918987,43.757854,41.275017,34.918549,29.322088,27.759228,30.814287,44.034595,29.222086,28.146994,26.01586,4.60448,4.215921,6.145459,6.185289,8.164054,10.525479,11.435201,9.900274,44.417477,35.663788,17.960783,41.692547,61.343872,40.452065,28.695026,25.679544,37.5,3.457031,748,5.464844,213
3170420,201,196,268,216,225,211,201,219,-48.1875,-48.375,-49.6875,-47.6875,-50.5,-47.125,-51.5,-48.0625,7.9375,11.875,1.8125,12.25,9.0625,8.25,12.5625,12.5625,32.4375,30.125,30.375,31.8125,28.9375,29.1875,33.25,38.5625,17.8125,14.5,10.5,16.0625,12.25,8.875,14.5625,10.4375,46,47,51,46,48,50,49,48,201,196,268,216,225,211,201,219,0.899902,0.939941,0.849854,0.829834,0.799805,0.829834,0.799805,0.909912,0.76001,0.699951,0.719971,0.73999,0.76001,0.709961,0.76001,0.689941,-14.875,-16.75,-36.125,-13.5,-10.3125,-15.125,-30.4375,-24.125,-29.943928,-31.043056,-43.355644,-26.709444,-26.73875,-36.234756,-36.245392,-31.585833,21.232561,17.956221,28.134531,15.677692,16.519136,22.026381,20.521481,20.466228,46.612984,46.751709,36.673752,47.723545,34.764378,39.752872,46.587681,43.402458,28.257343,31.066233,28.682533,31.34799,40.057819,28.278633,24.758945,25.785252,3.897117,4.225841,6.509181,5.250769,8.658665,9.942115,8.131892,10.346065,41.317829,39.164085,16.730919,43.003143,50.590088,40.861931,24.852507,27.633476,36.5,3.738281,749,6.132813,217
3172000,170,201,258,214,217,215,183,204,-47.1875,-45.3125,-47.25,-47.6875,-48.25,-46.4375,-49.625,-47.5625,11.6875,10.5625,2,11.4375,9.1875,8.75,10.0625,12.4375,30.875,32.875,30.875,29.9375,30,32.125,32.75,38.5625,17.125,17.9375,11.375,12.9375,12.5625,11.9375,14.25,10.9375,43,45,50,46,47,49,48,46,170,201,258,214,217,215,183,204,0.870117,0.870117,0.800049,0.830078,0.840088,0.840088,0.790039,0.890137,0.76001,0.75,0.75,0.73999,0.719971,0.699951,0.77002,0.699951,-13.8125,-15.0625,-34.0625,-13.25,-1.5,-14.375,-30.6875,-25.3125,-29.27932,-28.876923,-40.457962,-26.472191,-25.350893,-35.43222,-37.108379,-32.210224,20.1964,19.560652,29.269281,16.651348,16.470955,22.279743,26.434595,21.794697,44.031982,48.449974,37.011124,46.657009,34.569107,40.706654,41.566486,41.235386,31.563318,29.761829,27.802212,31.061357,41.200157,28.309362,23.163197,26.411333,4.208302,2.227544,5.917378,5.63029,7.759772,8.704236,8.835716,10.55858,42.754204,38.689049,16.879999,43.18182,59.744411,40.811455,22.989378,25.834543,37.5,3.441406,750,5.4375,207
3173600,179,221,269,226,206,221,192,228,-47.1875,-47.9375,-49.3125,-46.875,-48.25,-46.4375,-50.125,-48.5625,12.375,10,2,10.5625,8.8125,9,9.875,11.8125,32.1875,30.375,30.875,31.3125,29.25,30.9375,30.9375,38.8125,18,14.9375,10.1875,14.3125,12.375,9.1875,14,9.4375,43,46,50,46,48,50,49,48,179,221,269,226,206,221,192,228,0.889893,0.889893,0.810059,0.830078,0.799805,0.840088,0.819824,0.919922,0.76001,0.76001,0.76001,0.75,0.730225,0.709961,0.77002,0.689941,-15.4375,-17.4375,-35.625,-14.1875,-6.125,-14.125,-30.6875,-27.4375,-28.413898,-31.578859,-42.642159,-25.978807,-24.304544,-35.021709,-37.196255,-32.972157,18.46344,19.336601,28.184944,16.780169,16.691893,20.709337,26.906124,21.691704,45.584824,46.691086,37.167297,46.282928,34.057922,39.013657,44.904091,41.155117,31.592556,29.793262,27.980038,31.028891,39.943127,29.421648,23.162498,25.684893,4.359178,4.179049,6.667726,5.908012,9.307058,10.855357,5.027287,11.468284,40,37.976654,16.911198,41.806557,54.354839,41.760902,23.243649,24.177397,37.5,3.339844,751,5.347656,217
3175180,190,212,263,206,213,217,188,212,-45.625,-45.8125,-46.5625,-47.6875,-48.6875,-45.125,-49.875,-47.375,10.0625,9.8125,2.1875,11.0625,9.125,8.25,11.5625,11.75,31.625,30.875,30.375,27.125,29.75,31.625,33.75,38.5625,15.6875,14.6875,10.3125,10.25,12,10.9375,14.875,10.25,44,45,49,45,47,48,47,46,190,212,263,206,213,217,188,212,0.850098,0.870117,0.839844,0.820068,0.819824,0.829834,0.810059,0.899902,0.75,0.75,0.700195,0.75,0.700195,0.710205,0.77002,0.690186,-11.5625,-14.8125,-32.75,-13.6875,0.25,-13.625,-30.6875,-25.625,-25.761494,-30.26544,-40.097523,-27.263691,-20.998663,-34.579147,-36.135796,-32.775078,19.197235,20.109171,28.483421,16.729015,16.18313,22.025383,22.835728,22.735439,42.541321,46.984196,36.302521,46.009956,31.657425,40.108143,44.206135,40.963535,33.361931,29.509193,28.356405,30.823807,42.740074,29.114305,25.486071,25.447359,4.899514,3.39744,6.857655,6.437227,9.419371,8.75217,7.472072,10.853662,43.916195,39.396347,17.836966,43.140366,62.390442,41.042347,22.944693,25.309092,37.5,3.472656,752,5.492188,212
3176780,176,227,279,213,232,215,203,216,-47.4375,-47.6875,-49.6875,-47.125,-48.875,-47.125,-49.4375,-47.375,10.3125,10.25,1.6875,11.375,7.4375,8.0625,8.125,12.0625,30.5625,33.6875,28.5625,31.5625,29.75,27.625,32.75,39.0625,16.1875,16.9375,8.75,15.8125,11.8125,6.9375,14.4375,11.4375,44,46,50,45,47,49,47,46,176,227,279,213,232,215,203,216,0.899902,0.860107,0.825928,0.820068,0.830078,0.830078,0.812012,0.910156,0.75,0.77002,0.734131,0.75,0.719971,0.709961,0.738037,0.699951,-15.4375,-14.8125,-36.375,-13.25,-6.125,-13.375,-32.0625,-24.125,-30.002977,-32.418419,-42.983452,-27.355953,-29.569853,-36.43623,-38.654648,-31.540375,19.994207,19.784624,27.489208,17.236097,17.724707,22.686022,27.130104,21.706793,42.847599,46.157791,36.442711,47.05629,35.197895,40.361111,40.305527,41.981113,32.454552,29.923231,29.772476,30.155914,38.825542,28.064751,20.906479,26.101225,4.703639,4.134355,6.295613,5.551697,8.251853,8.888113,11.657897,10.21087,41.025642,40.399384,16.422514,43.050037,54.372017,42.857143,21.140684,26.898046,37.5,3.570313,753,5.714844,220
3178380,183,224,272,207,244,207,182,206,-46.875,-48.875,-48.625,-47.375,-49.125,-45.5625,-49.875,-47.125,6.5625,10.5,2.125,11.3125,7.1875,8.625,8.375,13.3125,30.875,32.375,31.125,32.0625,29.5,32.125,33,38.8125,16.375,15.625,11.9375,17,12.5625,12.125,16.6875,11.8125,47,45,50,46,47,49,48,46,183,224,272,207,244,207,182,206,0.859863,0.869873,0.866699,0.829834,0.809814,0.820068,0.799805,0.899902,0.73999,0.76001,0.693115,0.72998,0.719971,0.689941,0.75,0.679932,-13.25,-17,-35.3125,-13,-10.875,-11.8125,-32.375,-23.875,-36.109913,-31.388729,-41.629669,-26.098095,-32.301193,-35.12389,-38.345375,-30.840778,23.655626,18.364386,27.942732,17.247829,17.906603,22.609537,31.63895,20.777845,43.144234,46.858078,37.285908,47.377934,36.650406,40.503471,43.995522,42.15551,28.499249,30.502241,28.986216,30.48996,38.41304,29.169628,18.975534,26.854769,4.700893,4.275294,5.785141,4.88428,7.02995,7.71736,5.389993,10.211875,43.247589,39.23077,16.692791,43.273014,48.648651,43.443283,21.116138,27.054544,37.5,3.554688,754,5.6875,215
3179980,171,236,266,196,226,219,171,221,-47.4375,-48.1875,-48.25,-46.875,-48.25,-45.125,-47.6875,-48.0625,9.3125,10.3125,1.9375,11.9375,8.375,8.6875,8.375,12,30.875,32.125,30.875,31.8125,30.25,32.375,33.25,38.8125,18.0625,15.1875,11.375,17.25,13.1875,11.875,15.25,11.0625,45,47,51,46,48,50,49,49,171,236,266,196,226,219,171,221,0.889893,0.920166,0.810059,0.830078,0.790039,0.819824,0.790039,0.909912,0.770264,0.719971,0.73999,0.73999,0.75,0.700195,0.780029,0.690186,-18.0625,-17.1875,-34.8125,-12.75,-6.09375,-13.125,-31.375,-26.125,-32.861458,-31.084629,-41.587914,-26.071749,-34.868,-34.061565,-37.112473,-32.630684,22.166845,18.651867,28.62598,17.177681,17.94714,21.748249,30.680922,21.340237,44.756359,47.469177,35.642174,47.424038,34.903351,40.343754,38.892204,42.045765,28.548687,29.336432,29.422756,30.729776,38.496338,29.176647,23.85116,26.704338,4.528105,4.542522,6.309092,4.668505,8.653174,8.731354,6.575716,9.909658,37.509975,38.599224,16.982622,43.367752,53.702229,41.290321,20.15444,25.251801,37.5,3.480469,755,5.574219,213
